incident_id,severity_label,severity_score,area_load,available_teams,team_skill_match,historical_team_performance,citizen_trust_score,priority_level,assigned_team,suggested_resources
10660,Low,0.3,0.39,2,0.43,0.8,0.75,P3,Team_B,Low
10661,High,0.9,0.18,4,0.84,0.39,0.56,P2,Team_A,Medium
10662,Medium,0.6,0.73,3,0.81,0.58,0.65,P2,Team_A,Medium
10663,Low,0.3,0.63,1,0.76,0.76,0.49,P2,Team_A,Medium
10664,Medium,0.6,0.52,4,0.86,0.91,0.85,P2,Team_C,Medium
10665,Low,0.3,0.87,3,0.54,0.89,0.95,P2,Team_C,Medium
10666,High,0.9,0.26,1,0.6,0.61,0.87,P2,Team_C,Medium
10667,Medium,0.6,0.43,4,0.71,0.67,0.96,P2,Team_A,Medium
10668,High,0.9,0.91,2,0.41,0.72,0.33,P1,Team_A,High
10669,Medium,0.6,0.21,2,0.9,0.95,0.87,P2,Team_A,Medium
10670,High,0.9,0.28,1,0.62,0.7,0.99,P2,Team_C,Medium
10671,High,0.9,0.72,2,0.66,0.61,0.86,P1,Team_C,High
10672,Low,0.3,0.58,1,0.61,0.79,0.35,P2,Team_C,Medium
10673,Medium,0.6,0.49,3,0.61,0.66,0.89,P2,Team_A,Medium
10674,Medium,0.6,0.41,1,0.62,0.28,0.92,P2,Team_C,Medium
10675,Low,0.3,0.72,1,0.78,0.68,0.46,P2,Team_A,Medium
10676,Low,0.3,0.69,3,0.62,0.75,0.61,P2,Team_B,Medium
10677,Medium,0.6,0.52,4,0.92,0.85,0.48,P2,Team_B,Medium
10678,Medium,0.6,0.5,1,0.61,0.73,0.38,P2,Team_B,Medium
10679,Low,0.3,0.81,3,0.59,0.67,0.3,P2,Team_C,Medium
10680,Low,0.3,0.72,3,0.83,0.61,0.99,P2,Team_C,Medium
10681,Medium,0.6,0.44,2,0.77,0.88,0.87,P2,Team_B,Medium
10682,Medium,0.6,0.68,3,0.76,0.71,0.51,P2,Team_C,Medium
10683,Low,0.3,0.14,3,0.72,0.8,0.33,P3,Team_A,Low
10684,Low,0.3,0.16,1,0.78,0.48,0.47,P3,Team_C,Low
10685,Medium,0.6,0.57,1,0.85,0.78,0.73,P2,Team_C,Medium
10686,Low,0.3,0.39,4,0.69,0.9,0.52,P3,Team_A,Low
10687,Low,0.3,0.62,4,0.84,0.9,0.99,P2,Team_B,Medium
10688,Medium,0.6,0.72,2,0.43,0.99,0.4,P2,Team_B,Medium
10689,High,0.9,0.64,1,0.54,0.68,0.63,P1,Team_B,High
10690,Low,0.3,0.4,4,0.44,0.59,0.32,P2,Team_B,Medium
10691,Medium,0.6,0.52,2,0.72,0.85,0.96,P2,Team_C,Medium
10692,Medium,0.6,0.78,4,0.81,0.56,0.75,P2,Team_C,Medium
10693,High,0.9,0.15,4,0.53,0.67,0.68,P2,Team_A,Medium
10694,Low,0.3,0.8,3,0.79,0.87,0.97,P2,Team_A,Medium
10695,High,0.9,0.34,3,0.43,0.88,0.45,P2,Team_B,Medium
10696,Medium,0.6,0.33,3,0.83,0.76,0.46,P2,Team_A,Medium
10697,Low,0.3,0.2,4,0.82,0.84,0.9,P3,Team_B,Low
10698,Medium,0.6,0.67,4,0.7,0.61,0.63,P2,Team_B,Medium
10699,High,0.9,0.71,3,0.77,0.53,0.5,P1,Team_B,High
10700,Medium,0.6,0.55,3,0.59,0.59,0.43,P2,Team_A,Medium
10701,High,0.9,0.25,2,0.7,0.64,0.94,P2,Team_A,Medium
10702,High,0.9,0.39,3,0.63,0.57,0.77,P2,Team_C,Medium
10703,Low,0.3,0.28,4,0.77,0.79,0.67,P3,Team_A,Low
10704,Medium,0.6,0.3,4,0.92,0.54,0.52,P2,Team_A,Medium
10705,Low,0.3,0.43,2,0.44,0.29,0.34,P2,Team_B,Medium
10706,High,0.9,0.66,4,0.77,0.8,0.9,P1,Team_A,High
10707,Low,0.3,0.59,1,0.7,0.56,0.55,P2,Team_A,Medium
10708,High,0.9,0.16,2,0.79,0.6,0.46,P2,Team_A,Medium
10709,High,0.9,0.64,2,0.6,0.96,0.58,P1,Team_B,High
10710,Medium,0.6,0.98,1,0.8,0.49,0.58,P2,Team_C,Medium
10711,Low,0.3,0.37,4,0.46,0.81,0.88,P3,Team_C,Low
10712,Medium,0.6,0.64,1,0.88,0.73,0.67,P2,Team_B,Medium
10713,Medium,0.6,0.67,1,0.72,0.84,0.65,P2,Team_A,Medium
10714,Medium,0.6,0.09,4,0.57,0.68,0.58,P2,Team_B,Medium
10715,Medium,0.6,0.79,2,0.68,0.29,0.71,P2,Team_B,Medium
10716,Low,0.3,0.72,4,0.75,0.93,0.54,P2,Team_C,Medium
10717,High,0.9,0.44,2,0.76,0.43,0.98,P2,Team_B,Medium
10718,High,0.9,0.87,4,0.84,0.44,0.49,P1,Team_C,High
10719,High,0.9,0.7,4,0.78,0.38,0.85,P1,Team_C,High
10720,Low,0.3,0.28,3,0.54,0.48,0.82,P3,Team_B,Low
10721,Low,0.3,0.77,4,0.94,0.84,0.74,P2,Team_A,Medium
10722,High,0.9,0.27,4,0.92,0.44,0.33,P2,Team_A,Medium
10723,Low,0.3,0.15,4,0.65,0.53,0.63,P3,Team_A,Low
10724,Low,0.3,0.47,4,0.92,0.94,0.7,P2,Team_A,Medium
10725,High,0.9,0.5,3,0.62,0.88,0.62,P2,Team_B,Medium
10726,Medium,0.6,0.66,3,0.88,0.82,0.46,P2,Team_B,Medium
10727,Medium,0.6,0.12,1,0.55,0.79,0.88,P2,Team_A,Medium
10728,Medium,0.6,0.26,3,0.56,0.92,0.98,P2,Team_A,Medium
10729,Low,0.3,0.5,3,0.98,0.56,0.45,P2,Team_A,Medium
10730,Low,0.3,0.49,1,0.51,0.95,0.38,P2,Team_A,Medium
10731,Low,0.3,0.23,2,0.96,0.94,0.35,P3,Team_B,Low
10732,Medium,0.6,0.27,3,0.98,0.69,0.99,P2,Team_A,Medium
10733,High,0.9,0.72,3,0.84,0.45,0.9,P1,Team_A,High
10734,High,0.9,0.39,1,0.81,0.67,0.86,P2,Team_A,Medium
10735,Low,0.3,0.6,1,0.87,0.71,0.81,P2,Team_C,Medium
10736,Low,0.3,0.43,4,0.87,0.73,0.92,P2,Team_B,Medium
10737,Medium,0.6,0.29,2,0.83,0.31,0.44,P2,Team_B,Medium
10738,Medium,0.6,0.39,3,0.53,0.95,0.9,P2,Team_C,Medium
10739,High,0.9,0.17,1,0.77,0.42,0.75,P2,Team_A,Medium
10740,Medium,0.6,0.57,2,0.77,0.85,0.68,P2,Team_B,Medium
10741,High,0.9,0.8,2,0.64,0.54,0.7,P1,Team_A,High
10742,Medium,0.6,0.25,1,0.83,0.9,0.49,P2,Team_B,Medium
10743,High,0.9,0.23,4,0.4,0.5,0.46,P2,Team_A,Medium
10744,Medium,0.6,0.52,1,0.45,0.67,0.93,P2,Team_B,Medium
10745,Low,0.3,0.29,1,0.8,0.78,0.56,P3,Team_A,Low
10746,Low,0.3,0.68,4,0.71,0.34,0.96,P2,Team_B,Medium
10747,Medium,0.6,0.88,4,0.91,0.35,0.94,P2,Team_A,Medium
10748,Medium,0.6,0.52,3,0.77,0.71,0.74,P2,Team_A,Medium
10749,High,0.9,0.31,4,0.58,0.77,0.97,P2,Team_B,Medium
10750,High,0.9,0.38,2,0.85,0.46,0.75,P2,Team_B,Medium
10751,High,0.9,0.22,4,0.88,0.71,0.31,P2,Team_C,Medium
10752,Low,0.3,0.92,3,0.58,0.46,0.33,P2,Team_A,Medium
10753,High,0.9,0.73,1,0.71,0.89,0.46,P1,Team_A,High
10754,Low,0.3,0.76,4,0.86,0.33,0.7,P2,Team_B,Medium
10755,Medium,0.6,0.6,2,0.66,0.82,0.55,P2,Team_B,Medium
10756,Medium,0.6,0.49,2,0.61,0.74,0.32,P2,Team_A,Medium
10757,Low,0.3,0.64,2,0.69,0.78,0.89,P2,Team_A,Medium
10758,Medium,0.6,0.6,3,0.5,0.78,0.97,P2,Team_A,Medium
10759,Medium,0.6,0.08,4,0.61,0.32,0.92,P2,Team_B,Medium
10760,High,0.9,0.6,4,0.55,0.51,0.95,P2,Team_C,Medium
10761,Medium,0.6,0.49,4,0.55,0.68,0.62,P2,Team_B,Medium
10762,Medium,0.6,0.95,2,0.5,0.3,0.58,P2,Team_A,Medium
10763,Low,0.3,0.2,2,0.77,0.57,0.76,P3,Team_B,Low
10764,Medium,0.6,0.59,2,0.76,0.47,0.37,P2,Team_B,Medium
10765,Low,0.3,0.74,2,0.92,0.65,0.81,P2,Team_C,Medium
10766,Low,0.3,0.77,1,0.81,0.41,0.31,P2,Team_B,Medium
10767,Medium,0.6,0.1,4,0.36,0.71,0.5,P2,Team_B,Medium
10768,Low,0.3,0.74,1,0.61,0.7,0.58,P2,Team_A,Medium
10769,Medium,0.6,0.7,1,0.86,0.89,0.58,P2,Team_A,Medium
10770,Medium,0.6,0.23,3,0.79,0.88,0.56,P2,Team_B,Medium
10771,Low,0.3,0.83,2,0.53,0.54,0.88,P2,Team_B,Medium
10772,Medium,0.6,0.84,2,0.65,0.77,0.46,P2,Team_B,Medium
10773,Low,0.3,0.37,1,0.8,0.12,0.75,P3,Team_C,Low
10774,High,0.9,0.22,4,0.92,0.69,0.93,P2,Team_B,Medium
10775,Low,0.3,0.85,1,0.75,0.87,0.33,P2,Team_A,Medium
10776,Low,0.3,0.17,3,0.54,0.71,0.43,P3,Team_B,Low
10777,Low,0.3,0.52,1,0.53,0.71,0.62,P2,Team_B,Medium
10778,Medium,0.6,0.96,2,0.69,0.89,0.76,P2,Team_C,Medium
10779,High,0.9,0.32,4,0.64,0.54,0.41,P2,Team_B,Medium
10780,Medium,0.6,0.47,3,0.79,0.59,0.33,P2,Team_B,Medium
10781,Low,0.3,0.92,1,0.83,0.66,0.49,P2,Team_C,Medium
10782,Low,0.3,0.32,4,0.86,0.89,0.45,P3,Team_B,Low
10783,High,0.9,0.34,4,0.8,0.6,0.84,P2,Team_A,Medium
10784,Low,0.3,0.47,1,0.85,0.67,0.69,P2,Team_C,Medium
10785,High,0.9,0.53,1,0.64,0.84,0.93,P2,Team_A,Medium
10786,Medium,0.6,0.24,2,0.82,0.51,0.68,P2,Team_C,Medium
10787,Medium,0.6,0.68,2,0.63,0.48,0.68,P2,Team_A,Medium
10788,Low,0.3,0.44,2,0.96,0.57,0.48,P2,Team_A,Medium
10789,Low,0.3,0.44,2,0.34,0.73,0.73,P2,Team_B,Medium
10790,Medium,0.6,0.73,3,0.86,0.56,0.45,P2,Team_C,Medium
10791,Low,0.3,0.21,2,0.45,0.62,0.93,P3,Team_B,Low
10792,Low,0.3,0.27,3,0.72,0.89,0.73,P3,Team_C,Low
10793,Medium,0.6,0.84,2,0.67,0.57,0.76,P2,Team_A,Medium
10794,Medium,0.6,0.42,4,0.78,0.94,0.72,P2,Team_A,Medium
10795,High,0.9,0.73,1,0.69,0.69,0.78,P1,Team_B,High
10796,Medium,0.6,0.21,3,0.81,0.85,0.41,P2,Team_B,Medium
10797,Medium,0.6,0.4,1,0.94,0.5,0.4,P2,Team_A,Medium
10798,High,0.9,0.84,4,0.26,0.64,0.31,P1,Team_B,High
10799,Medium,0.6,0.46,1,0.57,0.6,0.51,P2,Team_C,Medium
10800,High,0.9,0.87,1,0.89,0.57,0.9,P1,Team_B,High
10801,High,0.9,0.76,3,0.51,0.38,0.51,P1,Team_A,High
10802,High,0.9,0.63,3,0.74,0.65,0.64,P1,Team_B,High
10803,Medium,0.6,0.71,3,0.86,0.56,0.97,P2,Team_B,Medium
10804,High,0.9,0.9,3,0.46,0.52,0.31,P1,Team_B,High
10805,Medium,0.6,0.32,4,0.7,0.64,1.0,P2,Team_C,Medium
10806,Medium,0.6,0.66,1,0.71,0.58,0.95,P2,Team_B,Medium
10807,Medium,0.6,0.75,2,0.93,0.9,1.0,P2,Team_B,Medium
10808,High,0.9,0.69,1,0.9,0.8,0.72,P1,Team_C,High
10809,High,0.9,0.22,3,0.91,0.57,0.86,P2,Team_A,Medium
10810,Medium,0.6,0.46,3,0.44,0.68,0.82,P2,Team_A,Medium
10811,High,0.9,0.7,2,0.65,0.89,0.91,P1,Team_B,High
10812,Medium,0.6,0.4,1,0.65,0.55,0.43,P2,Team_C,Medium
10813,Low,0.3,0.46,3,0.72,0.85,0.43,P2,Team_B,Medium
10814,Low,0.3,0.83,4,0.84,0.69,0.97,P2,Team_C,Medium
10815,High,0.9,0.53,3,0.96,0.81,0.9,P2,Team_C,Medium
10816,Low,0.3,0.64,2,0.8,0.8,0.43,P2,Team_A,Medium
10817,High,0.9,0.94,2,0.78,0.75,0.58,P1,Team_B,High
10818,Low,0.3,0.7,4,0.84,0.92,0.81,P2,Team_A,Medium
10819,Low,0.3,0.55,4,0.85,0.52,0.4,P2,Team_B,Medium
10820,Medium,0.6,0.41,1,0.55,0.61,0.69,P2,Team_A,Medium
10821,Low,0.3,0.28,1,0.72,0.89,0.47,P3,Team_B,Low
10822,Low,0.3,0.73,1,0.9,0.97,0.62,P2,Team_A,Medium
10823,Low,0.3,0.2,2,0.63,0.53,0.93,P3,Team_B,Low
10824,High,0.9,0.28,4,0.77,0.75,0.35,P2,Team_C,Medium
10825,Medium,0.6,0.39,3,0.69,0.73,0.81,P2,Team_C,Medium
10826,Low,0.3,0.33,1,0.52,0.37,0.8,P3,Team_A,Low
10827,High,0.9,0.6,4,0.82,0.49,0.38,P2,Team_B,Medium
10828,High,0.9,0.71,2,0.56,0.69,0.96,P1,Team_B,High
10829,Low,0.3,0.52,3,0.83,0.59,0.6,P2,Team_C,Medium
10830,Medium,0.6,0.16,2,0.74,0.79,0.69,P2,Team_B,Medium
10831,Medium,0.6,0.57,1,0.74,0.65,0.36,P2,Team_A,Medium
10832,Low,0.3,0.48,3,0.65,0.59,0.76,P2,Team_C,Medium
10833,Medium,0.6,0.52,1,0.46,0.78,0.99,P2,Team_A,Medium
10834,High,0.9,0.69,3,0.76,0.39,0.64,P1,Team_C,High
10835,Low,0.3,0.24,4,0.91,0.92,0.5,P3,Team_A,Low
10836,Medium,0.6,0.95,3,0.68,0.33,0.81,P2,Team_B,Medium
10837,High,0.9,0.76,1,0.78,0.76,0.74,P1,Team_B,High
10838,Medium,0.6,0.74,2,0.36,0.67,0.61,P2,Team_A,Medium
10839,High,0.9,0.66,3,0.94,0.74,0.53,P1,Team_C,High
10840,Low,0.3,0.1,1,0.87,0.84,0.71,P3,Team_B,Low
10841,High,0.9,0.66,1,0.2,0.65,0.49,P1,Team_C,High
10842,High,0.9,0.64,2,0.9,0.69,0.61,P1,Team_A,High
10843,High,0.9,0.52,2,0.82,0.46,0.51,P2,Team_A,Medium
10844,Medium,0.6,0.22,1,0.67,0.8,0.59,P2,Team_A,Medium
10845,Medium,0.6,0.18,4,0.74,0.73,0.8,P2,Team_B,Medium
10846,Low,0.3,0.63,4,0.68,0.88,0.62,P2,Team_B,Medium
10847,Low,0.3,0.59,4,0.9,0.72,0.5,P2,Team_B,Medium
10848,Medium,0.6,0.4,4,0.36,0.51,0.84,P2,Team_A,Medium
10849,High,0.9,0.2,3,0.91,0.94,0.95,P2,Team_C,Medium
10850,Low,0.3,0.59,3,0.32,0.45,0.78,P2,Team_C,Medium
10851,Low,0.3,0.45,2,0.76,0.57,0.9,P2,Team_B,Medium
10852,High,0.9,0.47,3,0.96,0.31,0.88,P2,Team_A,Medium
10853,Low,0.3,0.37,3,0.77,0.37,0.59,P3,Team_B,Low
10854,Low,0.3,0.63,2,0.73,0.86,0.92,P2,Team_A,Medium
10855,Low,0.3,0.89,4,0.79,0.59,0.65,P2,Team_B,Medium
10856,High,0.9,0.3,1,0.9,0.67,0.45,P2,Team_B,Medium
10857,Medium,0.6,0.14,2,0.81,0.35,0.52,P2,Team_A,Medium
10858,Medium,0.6,0.43,3,0.87,0.89,0.74,P2,Team_A,Medium
10859,High,0.9,0.36,3,0.71,0.76,0.77,P2,Team_A,Medium
10860,Low,0.3,0.32,3,0.96,0.7,0.36,P3,Team_C,Low
10861,Medium,0.6,0.68,3,0.84,0.9,0.49,P2,Team_A,Medium
10862,Medium,0.6,0.27,4,0.99,0.57,0.51,P2,Team_C,Medium
10863,High,0.9,0.6,1,0.61,0.82,0.68,P2,Team_C,Medium
10864,Medium,0.6,0.67,2,0.66,0.69,0.88,P2,Team_A,Medium
10865,Medium,0.6,0.01,4,0.74,0.7,0.9,P2,Team_A,Medium
10866,Low,0.3,0.32,1,0.84,0.53,0.78,P3,Team_B,Low
10867,Medium,0.6,0.35,4,0.79,0.55,0.39,P2,Team_B,Medium
10868,Medium,0.6,0.54,3,0.77,0.86,0.73,P2,Team_A,Medium
10869,Medium,0.6,0.44,4,0.76,0.65,0.76,P2,Team_A,Medium
10870,Low,0.3,0.83,2,0.63,0.75,0.82,P2,Team_C,Medium
10871,Low,0.3,0.46,4,0.73,0.79,0.39,P2,Team_B,Medium
10872,Medium,0.6,0.2,4,0.26,0.63,0.8,P2,Team_B,Medium
10873,High,0.9,0.67,3,0.89,0.97,0.99,P1,Team_A,High
10874,Medium,0.6,0.11,4,0.61,0.41,0.9,P2,Team_A,Medium
10875,Medium,0.6,0.21,2,0.86,0.88,0.41,P2,Team_B,Medium
10876,High,0.9,0.32,1,0.81,0.83,0.42,P2,Team_B,Medium
10877,High,0.9,0.28,1,0.72,0.71,0.76,P2,Team_C,Medium
10878,Low,0.3,0.41,3,0.91,0.89,0.62,P2,Team_C,Medium
10879,Low,0.3,0.43,2,0.59,0.82,0.9,P2,Team_A,Medium
10880,Medium,0.6,0.64,1,0.83,0.94,0.64,P2,Team_A,Medium
10881,High,0.9,0.43,4,0.81,0.61,0.64,P2,Team_B,Medium
10882,Low,0.3,0.28,2,0.59,0.46,0.61,P3,Team_A,Low
10883,High,0.9,0.39,4,0.9,0.78,0.96,P2,Team_C,Medium
10884,Low,0.3,0.2,2,0.7,0.66,0.54,P3,Team_B,Low
10885,Low,0.3,0.28,1,0.96,0.81,0.73,P3,Team_C,Low
10886,Low,0.3,0.79,3,0.88,0.92,0.35,P2,Team_B,Medium
10887,Low,0.3,0.99,2,0.75,0.92,0.34,P2,Team_B,Medium
10888,Low,0.3,0.2,2,0.78,0.52,0.93,P3,Team_A,Low
10889,High,0.9,0.8,1,0.81,0.82,0.33,P1,Team_A,High
10890,Medium,0.6,0.34,3,0.85,0.77,0.35,P2,Team_B,Medium
10891,High,0.9,0.79,4,0.83,0.66,0.52,P1,Team_B,High
10892,Medium,0.6,0.46,2,0.68,0.62,0.42,P2,Team_A,Medium
10893,Medium,0.6,0.66,3,0.39,0.71,0.55,P2,Team_B,Medium
10894,Medium,0.6,0.29,1,0.68,0.6,0.61,P2,Team_B,Medium
10895,Low,0.3,0.76,4,0.91,0.64,0.64,P2,Team_C,Medium
10896,Low,0.3,0.46,3,0.75,0.32,0.68,P2,Team_B,Medium
10897,Low,0.3,0.91,4,0.48,0.68,0.43,P2,Team_A,Medium
10898,Low,0.3,0.4,4,0.6,0.8,0.7,P2,Team_B,Medium
10899,High,0.9,0.42,4,0.66,0.35,0.7,P2,Team_C,Medium
10900,Medium,0.6,0.26,4,0.73,0.64,0.9,P2,Team_A,Medium
10901,Medium,0.6,0.81,4,0.95,0.8,0.34,P2,Team_B,Medium
10902,Low,0.3,0.53,2,0.6,0.78,0.89,P2,Team_B,Medium
10903,Low,0.3,0.73,4,0.64,0.76,0.49,P2,Team_B,Medium
10904,High,0.9,0.41,1,0.8,0.67,0.97,P2,Team_B,Medium
10905,Low,0.3,0.18,2,0.56,0.71,0.54,P3,Team_C,Low
10906,Medium,0.6,0.19,3,0.82,0.57,0.52,P2,Team_C,Medium
10907,Low,0.3,0.26,3,0.48,0.55,0.84,P3,Team_B,Low
10908,Medium,0.6,0.71,4,0.52,0.69,0.76,P2,Team_A,Medium
10909,Low,0.3,0.97,4,0.98,0.81,0.66,P2,Team_A,Medium
10910,High,0.9,0.24,1,0.57,0.89,0.76,P2,Team_C,Medium
10911,High,0.9,0.39,3,0.66,0.63,0.31,P2,Team_B,Medium
10912,Medium,0.6,0.27,2,0.57,0.59,0.51,P2,Team_C,Medium
10913,Low,0.3,0.36,1,0.89,0.53,0.87,P3,Team_B,Low
10914,Low,0.3,0.42,3,0.66,0.58,0.84,P2,Team_B,Medium
10915,Low,0.3,0.15,2,0.69,0.71,0.9,P3,Team_A,Low
10916,High,0.9,0.16,1,0.53,0.66,0.98,P2,Team_A,Medium
10917,High,0.9,0.67,4,0.95,0.77,0.53,P1,Team_C,High
10918,Low,0.3,0.49,1,0.55,0.59,0.49,P2,Team_A,Medium
10919,Low,0.3,0.82,3,0.69,0.85,0.99,P2,Team_C,Medium
10920,Medium,0.6,0.36,2,0.73,0.91,0.5,P2,Team_B,Medium
10921,Medium,0.6,0.27,4,0.87,0.85,0.49,P2,Team_A,Medium
10922,High,0.9,0.37,3,0.52,0.65,0.61,P2,Team_B,Medium
10923,Medium,0.6,0.29,1,0.86,0.93,0.62,P2,Team_B,Medium
10924,High,0.9,0.94,4,0.58,0.62,0.84,P1,Team_B,High
10925,High,0.9,0.65,1,0.71,0.66,0.45,P1,Team_B,High
10926,Medium,0.6,0.69,1,0.69,0.91,0.34,P2,Team_C,Medium
10927,Low,0.3,0.63,2,0.63,0.95,0.8,P2,Team_C,Medium
10928,Medium,0.6,0.18,1,0.76,0.74,0.68,P2,Team_B,Medium
10929,Low,0.3,0.56,3,0.61,0.85,0.58,P2,Team_B,Medium
10930,High,0.9,0.94,3,1.0,0.73,0.84,P1,Team_B,High
10931,High,0.9,0.7,3,0.55,0.76,0.92,P1,Team_C,High
10932,Low,0.3,0.27,1,0.84,0.52,0.62,P3,Team_A,Low
10933,Low,0.3,0.32,4,0.4,0.53,0.81,P3,Team_C,Low
10934,Low,0.3,0.42,3,0.62,0.67,0.65,P2,Team_A,Medium
10935,Medium,0.6,0.79,1,0.69,0.72,0.37,P2,Team_B,Medium
10936,High,0.9,0.49,3,0.76,0.4,0.76,P2,Team_A,Medium
10937,Low,0.3,0.66,4,0.84,0.93,0.69,P2,Team_A,Medium
10938,Low,0.3,0.62,2,0.44,0.35,0.9,P2,Team_C,Medium
10939,Low,0.3,0.62,1,0.77,0.37,0.43,P2,Team_C,Medium
10940,High,0.9,0.51,1,0.78,0.73,0.71,P2,Team_C,Medium
10941,High,0.9,0.01,4,0.98,0.73,0.82,P2,Team_A,Medium
10942,Low,0.3,0.72,1,0.7,0.89,0.75,P2,Team_B,Medium
10943,Medium,0.6,0.61,3,0.97,0.72,0.44,P2,Team_B,Medium
10944,Low,0.3,0.55,1,0.89,0.49,0.46,P2,Team_C,Medium
10945,Low,0.3,0.69,2,0.75,0.81,0.65,P2,Team_C,Medium
10946,Medium,0.6,0.97,3,0.82,0.65,0.48,P2,Team_C,Medium
10947,Medium,0.6,0.77,4,0.73,0.54,0.98,P2,Team_C,Medium
10948,Low,0.3,0.04,4,0.79,0.84,0.8,P3,Team_B,Low
10949,Medium,0.6,0.49,3,0.49,0.81,0.97,P2,Team_A,Medium
10950,Low,0.3,0.61,3,0.87,0.89,0.35,P2,Team_C,Medium
10951,Low,0.3,0.65,2,0.84,0.79,0.45,P2,Team_B,Medium
10952,Low,0.3,0.27,1,0.84,0.78,0.65,P3,Team_A,Low
10953,Medium,0.6,0.49,3,0.65,0.79,0.94,P2,Team_B,Medium
10954,High,0.9,0.37,4,0.93,0.73,0.36,P2,Team_A,Medium
10955,High,0.9,0.39,1,0.49,0.43,0.47,P2,Team_C,Medium
10956,Medium,0.6,0.21,3,0.7,0.59,0.54,P2,Team_A,Medium
10957,Medium,0.6,0.31,4,0.87,0.36,0.71,P2,Team_B,Medium
10958,Low,0.3,0.34,1,0.78,0.6,0.55,P3,Team_A,Low
10959,Low,0.3,0.35,3,0.82,0.65,0.88,P3,Team_C,Low
10960,Medium,0.6,0.17,2,0.77,0.5,0.77,P2,Team_C,Medium
10961,Medium,0.6,0.29,4,0.78,0.79,0.51,P2,Team_B,Medium
10962,Low,0.3,0.7,3,0.82,0.83,0.83,P2,Team_B,Medium
10963,High,0.9,0.46,1,0.83,0.6,0.55,P2,Team_C,Medium
10964,High,0.9,0.72,2,0.9,0.43,0.43,P1,Team_A,High
10965,Medium,0.6,0.55,4,0.78,0.87,0.4,P2,Team_C,Medium
10966,Low,0.3,0.91,3,0.65,0.76,0.56,P2,Team_A,Medium
10967,High,0.9,0.84,2,0.81,0.54,1.0,P1,Team_B,High
10968,Medium,0.6,0.23,4,0.72,0.84,0.3,P2,Team_A,Medium
10969,Medium,0.6,0.43,1,0.6,0.68,0.52,P2,Team_A,Medium
10970,Medium,0.6,0.34,1,0.67,0.54,0.59,P2,Team_C,Medium
10971,Medium,0.6,0.19,2,0.84,0.35,0.7,P2,Team_A,Medium
10972,Medium,0.6,0.23,3,0.85,0.45,0.62,P2,Team_B,Medium
10973,Low,0.3,0.12,4,0.72,0.63,0.74,P3,Team_C,Low
10974,Medium,0.6,0.35,2,0.34,0.54,0.7,P2,Team_A,Medium
10975,Medium,0.6,0.46,3,0.74,0.79,0.33,P2,Team_C,Medium
10976,Low,0.3,0.51,1,0.63,0.89,0.41,P2,Team_B,Medium
10977,Low,0.3,0.55,4,0.7,0.8,0.8,P2,Team_A,Medium
10978,High,0.9,0.21,4,0.65,0.78,0.71,P2,Team_A,Medium
10979,High,0.9,0.9,3,0.46,0.64,0.75,P1,Team_C,High
10980,Medium,0.6,0.22,2,0.46,0.44,0.52,P2,Team_C,Medium
10981,High,0.9,0.67,1,0.69,0.56,0.7,P1,Team_B,High
10982,Low,0.3,0.4,1,0.92,0.58,0.6,P2,Team_C,Medium
10983,Low,0.3,0.18,1,0.9,0.6,0.3,P3,Team_C,Low
10984,Medium,0.6,0.08,3,0.81,0.7,0.81,P2,Team_C,Medium
10985,Low,0.3,0.78,2,0.51,0.6,0.73,P2,Team_B,Medium
10986,Medium,0.6,0.45,3,0.83,0.49,0.66,P2,Team_C,Medium
10987,Medium,0.6,0.41,4,0.59,0.68,0.48,P2,Team_C,Medium
10988,High,0.9,0.57,1,0.93,0.71,0.35,P2,Team_C,Medium
10989,Low,0.3,0.54,1,0.59,0.38,0.41,P2,Team_A,Medium
10990,High,0.9,0.67,1,0.23,0.79,0.61,P1,Team_B,High
10991,Low,0.3,0.77,3,0.56,0.39,0.6,P2,Team_A,Medium
10992,Medium,0.6,0.52,2,0.93,0.67,1.0,P2,Team_C,Medium
10993,High,0.9,0.82,1,0.69,0.19,0.75,P1,Team_A,High
10994,High,0.9,0.29,3,0.76,0.42,0.41,P2,Team_B,Medium
10995,Low,0.3,0.45,4,0.7,0.6,0.85,P2,Team_B,Medium
10996,High,0.9,0.35,3,0.95,0.72,0.73,P2,Team_A,Medium
10997,Low,0.3,0.36,3,0.78,0.74,0.96,P3,Team_B,Low
10998,High,0.9,0.51,4,0.8,0.88,0.6,P2,Team_C,Medium
10999,Low,0.3,0.91,1,0.51,0.63,0.7,P2,Team_A,Medium
11000,Medium,0.6,0.51,3,0.88,0.55,0.31,P2,Team_B,Medium
11001,High,0.9,0.82,4,0.56,0.49,0.92,P1,Team_C,High
11002,Medium,0.6,0.76,4,0.63,0.61,0.7,P2,Team_A,Medium
11003,Low,0.3,0.27,2,0.79,0.34,0.61,P3,Team_B,Low
11004,Low,0.3,0.41,3,0.8,0.59,0.94,P2,Team_A,Medium
11005,High,0.9,0.56,1,0.88,0.72,0.83,P2,Team_B,Medium
11006,Medium,0.6,0.37,2,0.61,0.56,0.64,P2,Team_B,Medium
11007,Low,0.3,0.54,4,0.82,0.78,0.74,P2,Team_C,Medium
11008,Low,0.3,0.18,2,0.94,0.59,0.9,P3,Team_A,Low
11009,Medium,0.6,0.09,4,0.54,0.76,0.8,P2,Team_C,Medium
