incident_id,severity_label,severity_score,area_load,available_teams,team_skill_match,historical_team_performance,citizen_trust_score,reports_nearby_1h,priority_score,priority_level,assigned_team,suggested_resources,resources_count
8410,High,0.9,0.76,1,0.84,0.58,0.95,4,0.682,P1,Team_A,High,4
8411,Medium,0.6,0.26,1,0.5,0.97,0.55,6,0.463,P2,Team_B,Medium,2
8412,Medium,0.6,0.78,1,0.51,0.5,0.72,2,0.636,P2,Team_A,Medium,2
8413,Medium,0.6,0.64,2,0.7,0.72,0.92,2,0.597,P2,Team_A,Medium,2
8414,Medium,0.6,0.55,2,0.72,0.62,0.41,2,0.499,P2,Team_C,Medium,3
8415,Medium,0.6,0.83,1,0.88,0.76,0.41,3,0.582,P2,Team_B,Medium,3
8416,Medium,0.6,0.75,4,0.7,0.91,0.46,2,0.471,P2,Team_B,Medium,3
8417,Medium,0.6,0.59,4,0.65,0.65,0.41,1,0.639,P2,Team_C,Medium,3
8418,High,0.9,0.9,1,0.67,0.35,0.84,2,0.736,P1,Team_C,High,5
8419,Medium,0.6,0.24,3,0.82,0.37,0.69,2,0.506,P2,Team_A,Medium,2
8420,Low,0.3,0.47,2,0.72,0.6,0.75,7,0.363,P3,Team_C,Low,1
8421,Medium,0.6,0.65,2,0.85,0.47,0.63,3,0.573,P2,Team_C,Medium,2
8422,Low,0.3,0.37,3,0.54,0.57,0.31,1,0.307,P3,Team_B,Low,1
8423,Medium,0.6,0.19,4,0.74,0.32,0.5,2,0.504,P2,Team_C,Medium,3
8424,Low,0.3,0.59,4,0.78,0.95,0.46,4,0.325,P3,Team_C,Low,1
8425,Medium,0.6,0.57,4,0.67,0.6,0.85,5,0.409,P3,Team_C,Low,1
8426,Low,0.3,0.44,1,0.61,0.69,0.7,2,0.39,P3,Team_C,Low,1
8427,Medium,0.6,0.4,4,0.88,0.59,0.58,2,0.47,P2,Team_A,Medium,2
8428,Medium,0.6,0.76,1,0.78,0.84,0.33,4,0.548,P2,Team_B,Medium,2
8429,Medium,0.6,0.45,2,0.69,0.51,0.72,2,0.56,P2,Team_C,Medium,3
8430,Low,0.3,0.45,3,0.9,0.29,0.63,4,0.386,P3,Team_C,Low,1
8431,Medium,0.6,0.36,4,0.57,0.9,0.69,3,0.459,P2,Team_B,Medium,2
8432,High,0.9,0.33,4,0.77,0.45,0.86,4,0.636,P2,Team_C,Medium,3
8433,Medium,0.6,0.55,4,0.92,0.69,0.92,1,0.57,P2,Team_A,Medium,3
8434,Low,0.3,0.75,1,0.62,0.78,0.83,2,0.388,P3,Team_B,Low,1
8435,High,0.9,0.36,1,0.41,0.68,0.92,2,0.512,P2,Team_C,Medium,2
8436,Medium,0.6,0.53,3,0.79,0.55,0.65,4,0.399,P3,Team_C,Low,1
8437,Medium,0.6,0.86,4,0.8,0.64,0.98,2,0.564,P2,Team_A,Medium,3
8438,High,0.9,0.25,3,0.58,0.6,0.7,0,0.572,P2,Team_C,Medium,2
8439,Medium,0.6,0.33,3,0.57,0.88,0.82,2,0.395,P3,Team_B,Low,1
8440,Low,0.3,0.62,3,0.78,0.71,0.34,6,0.351,P3,Team_B,Low,1
8441,High,0.9,0.1,1,0.81,0.63,0.72,4,0.561,P2,Team_A,Medium,2
8442,High,0.9,0.14,1,0.61,0.8,0.92,1,0.645,P2,Team_B,Medium,3
8443,Medium,0.6,0.06,4,0.66,0.59,0.52,2,0.465,P2,Team_C,Medium,3
8444,High,0.9,0.56,3,0.3,0.17,0.93,0,0.725,P1,Team_C,High,6
8445,Low,0.3,0.45,3,0.62,0.76,0.66,3,0.313,P3,Team_C,Low,1
8446,Low,0.3,0.23,3,0.8,0.78,0.43,4,0.423,P2,Team_C,Medium,2
8447,High,0.9,0.26,1,0.48,0.49,0.44,5,0.623,P2,Team_C,Medium,2
8448,Medium,0.6,0.78,1,0.4,0.55,0.95,3,0.566,P2,Team_C,Medium,2
8449,Medium,0.6,0.3,3,0.78,0.6,0.62,4,0.535,P2,Team_C,Medium,3
8450,Low,0.3,0.4,3,0.53,0.75,0.71,1,0.328,P3,Team_C,Low,1
8451,High,0.9,0.4,4,0.51,0.93,0.74,5,0.575,P2,Team_B,Medium,3
8452,Medium,0.6,0.25,2,0.71,0.71,0.95,3,0.483,P2,Team_C,Medium,3
8453,Medium,0.6,0.45,1,0.87,0.5,0.57,3,0.543,P2,Team_A,Medium,2
8454,Medium,0.6,0.75,4,0.89,0.59,0.67,2,0.652,P1,Team_A,High,5
8455,Low,0.3,0.82,4,0.46,0.83,0.47,2,0.47,P2,Team_B,Medium,3
8456,Medium,0.6,0.45,3,0.62,0.72,0.7,1,0.485,P2,Team_A,Medium,2
8457,Low,0.3,0.35,2,0.57,0.61,0.68,3,0.393,P3,Team_C,Low,1
8458,Medium,0.6,0.73,4,0.85,0.45,0.62,4,0.599,P2,Team_C,Medium,3
8459,Low,0.3,0.85,3,0.62,0.68,0.76,3,0.396,P3,Team_B,Low,1
8460,High,0.9,0.64,1,0.9,0.65,0.86,3,0.64,P2,Team_A,Medium,2
8461,Medium,0.6,0.48,1,0.89,0.86,0.93,2,0.292,P3,Team_B,Low,1
8462,Medium,0.6,0.95,1,0.41,0.67,0.48,1,0.635,P2,Team_C,Medium,3
8463,Low,0.3,0.62,2,0.86,0.38,0.3,5,0.494,P2,Team_B,Medium,3
8464,Low,0.3,0.25,3,0.78,0.58,0.66,3,0.275,P3,Team_B,Low,1
8465,Low,0.3,0.51,3,0.9,0.47,0.71,1,0.362,P3,Team_C,Low,1
8466,Low,0.3,0.32,2,0.87,0.4,0.8,1,0.292,P3,Team_B,Low,1
8467,High,0.9,0.35,1,0.64,0.58,0.42,1,0.653,P1,Team_C,High,5
8468,High,0.9,0.24,4,0.54,0.91,0.9,0,0.622,P2,Team_B,Medium,3
8469,Low,0.3,0.47,2,0.54,0.66,0.98,5,0.21,P3,Team_C,Low,1
8470,Low,0.3,0.5,1,0.71,0.9,0.31,1,0.354,P3,Team_C,Low,1
8471,High,0.9,0.53,3,0.77,0.52,0.75,4,0.637,P2,Team_C,Medium,2
8472,Medium,0.6,0.42,2,0.66,0.89,0.94,1,0.367,P3,Team_B,Low,1
8473,Medium,0.6,0.28,1,0.66,0.71,0.42,2,0.554,P2,Team_C,Medium,3
8474,High,0.9,0.25,1,0.64,0.42,0.73,2,0.591,P2,Team_C,Medium,2
8475,Low,0.3,0.55,2,0.98,0.51,0.84,2,0.395,P3,Team_C,Low,1
8476,Medium,0.6,0.77,3,0.47,0.86,0.81,4,0.458,P2,Team_B,Medium,3
8477,Low,0.3,0.75,2,0.89,0.72,0.89,4,0.295,P3,Team_C,Low,1
8478,Low,0.3,0.66,1,0.61,0.38,0.88,3,0.46,P2,Team_B,Medium,2
8479,High,0.9,0.71,2,0.53,0.3,0.39,4,0.716,P1,Team_C,High,4
8480,High,0.9,0.49,1,0.69,0.7,0.55,3,0.625,P2,Team_B,Medium,3
8481,Medium,0.6,0.78,1,0.88,0.8,0.53,2,0.506,P2,Team_B,Medium,2
8482,Low,0.3,0.47,3,0.87,0.53,0.87,2,0.429,P2,Team_B,Medium,2
8483,High,0.9,0.68,4,0.25,0.57,0.99,4,0.731,P1,Team_C,High,5
8484,Low,0.3,0.6,1,0.73,0.65,0.99,5,0.327,P3,Team_B,Low,1
8485,High,0.9,0.51,2,0.69,0.83,0.88,3,0.66,P1,Team_B,High,6
8486,Low,0.3,0.51,1,0.84,0.52,0.67,2,0.393,P3,Team_B,Low,1
8487,Low,0.3,0.66,2,0.73,0.72,0.44,3,0.457,P2,Team_B,Medium,3
8488,Medium,0.6,0.76,1,0.86,0.66,0.72,5,0.612,P2,Team_A,Medium,2
8489,High,0.9,0.08,2,0.58,0.83,0.96,2,0.503,P2,Team_B,Medium,3
8490,High,0.9,0.82,1,0.56,0.71,0.32,1,0.81,P1,Team_B,High,4
8491,High,0.9,0.91,3,0.86,0.41,0.79,5,0.639,P2,Team_A,Medium,2
8492,Low,0.3,0.19,2,0.7,0.62,0.54,4,0.318,P3,Team_B,Low,1
8493,Medium,0.6,0.33,4,0.73,0.6,0.67,4,0.52,P2,Team_A,Medium,3
8494,Medium,0.6,0.57,1,0.78,0.86,0.42,1,0.558,P2,Team_B,Medium,3
8495,High,0.9,0.84,4,0.74,0.89,0.34,2,0.728,P1,Team_B,High,6
8496,Low,0.3,0.79,3,0.67,0.61,0.36,4,0.481,P2,Team_B,Medium,3
8497,Medium,0.6,0.33,2,0.82,0.87,0.68,2,0.51,P2,Team_B,Medium,2
8498,Medium,0.6,0.41,1,0.73,0.69,0.45,2,0.547,P2,Team_A,Medium,2
8499,High,0.9,0.62,2,0.89,0.27,0.79,2,0.73,P1,Team_A,High,4
8500,Low,0.3,0.7,2,0.22,0.37,0.67,1,0.501,P2,Team_C,Medium,2
8501,Low,0.3,0.49,2,0.55,0.82,0.53,1,0.304,P3,Team_B,Low,1
8502,Medium,0.6,0.1,4,0.57,0.7,0.57,4,0.431,P2,Team_C,Medium,2
8503,Low,0.3,0.39,4,0.28,0.49,0.43,2,0.383,P3,Team_B,Low,1
8504,Medium,0.6,0.86,4,0.68,0.3,0.64,3,0.597,P2,Team_C,Medium,3
8505,High,0.9,0.29,3,0.41,0.99,0.42,1,0.581,P2,Team_B,Medium,3
8506,Low,0.3,0.29,1,0.55,0.81,0.68,1,0.432,P2,Team_B,Medium,3
8507,High,0.9,0.29,1,0.67,0.91,0.85,3,0.595,P2,Team_B,Medium,3
8508,Low,0.3,0.27,3,0.89,0.93,0.61,4,0.187,P3,Team_C,Low,1
8509,Low,0.3,0.47,3,0.75,0.43,0.85,1,0.41,P3,Team_C,Low,1
8510,High,0.9,0.38,4,0.85,0.74,0.5,2,0.675,P1,Team_A,High,6
8511,Low,0.3,0.5,3,0.81,0.71,0.62,3,0.307,P3,Team_C,Low,1
8512,High,0.9,0.7,3,0.6,0.78,0.68,3,0.741,P1,Team_B,High,6
8513,Medium,0.6,0.23,4,0.86,0.82,0.81,3,0.427,P2,Team_B,Medium,2
8514,High,0.9,0.56,1,0.74,0.63,0.85,4,0.647,P2,Team_C,Medium,2
8515,Low,0.3,0.52,2,0.27,0.8,0.81,4,0.393,P3,Team_B,Low,1
8516,Low,0.3,0.5,3,0.4,0.68,0.86,4,0.43,P2,Team_C,Medium,3
8517,Low,0.3,0.39,2,0.8,0.75,0.47,4,0.405,P3,Team_B,Low,1
8518,Medium,0.6,0.51,4,0.48,0.92,0.53,4,0.531,P2,Team_B,Medium,3
8519,Low,0.3,0.18,4,0.67,0.7,0.7,1,0.343,P3,Team_B,Low,1
8520,Low,0.3,0.22,3,0.62,0.42,0.83,2,0.259,P3,Team_B,Low,1
8521,Low,0.3,0.09,3,0.76,0.39,0.36,1,0.372,P3,Team_B,Low,1
8522,Low,0.3,0.35,4,0.79,0.57,0.97,4,0.393,P3,Team_B,Low,1
8523,Low,0.3,0.2,4,0.85,0.9,0.67,5,0.276,P3,Team_C,Low,1
8524,Medium,0.6,0.21,3,0.33,0.82,0.42,3,0.402,P3,Team_B,Low,1
8525,Medium,0.6,0.38,3,0.54,0.82,0.34,2,0.529,P2,Team_B,Medium,3
8526,Low,0.3,0.27,2,0.55,0.88,0.79,6,0.29,P3,Team_C,Low,1
8527,Low,0.3,0.92,1,0.78,0.83,0.66,2,0.451,P2,Team_C,Medium,3
8528,Low,0.3,0.16,3,0.62,0.75,0.46,2,0.271,P3,Team_B,Low,1
8529,Medium,0.6,0.13,2,0.78,0.63,0.75,1,0.372,P3,Team_C,Low,1
8530,Medium,0.6,0.71,4,0.87,0.67,0.81,4,0.514,P2,Team_A,Medium,2
8531,Low,0.3,0.1,2,0.71,0.81,0.93,4,0.269,P3,Team_B,Low,1
8532,Medium,0.6,0.38,3,0.83,0.66,0.6,2,0.494,P2,Team_C,Medium,2
8533,Medium,0.6,0.53,2,0.65,0.89,0.37,2,0.524,P2,Team_B,Medium,3
8534,Low,0.3,0.23,3,0.69,0.58,0.65,5,0.22,P3,Team_C,Low,1
8535,High,0.9,0.55,1,0.92,0.13,0.64,5,0.764,P1,Team_A,High,4
8536,Low,0.3,0.85,1,0.94,0.78,0.55,4,0.385,P3,Team_C,Low,1
8537,Medium,0.6,0.72,1,0.72,0.63,0.89,4,0.59,P2,Team_A,Medium,2
8538,Medium,0.6,0.71,1,0.76,0.77,0.66,3,0.619,P2,Team_B,Medium,3
8539,Medium,0.6,0.27,3,0.69,0.91,0.48,3,0.451,P2,Team_B,Medium,3
8540,High,0.9,0.68,4,0.61,0.87,0.39,2,0.632,P2,Team_B,Medium,2
8541,High,0.9,0.71,4,0.9,0.81,0.6,2,0.751,P1,Team_A,High,6
8542,Medium,0.6,0.93,1,0.59,0.77,0.71,0,0.604,P2,Team_B,Medium,3
8543,Low,0.3,0.65,3,0.72,0.82,0.41,10,0.357,P3,Team_C,Low,1
8544,Low,0.3,0.68,4,0.43,0.83,0.99,6,0.294,P3,Team_B,Low,1
8545,Medium,0.6,0.45,4,0.92,0.51,0.47,6,0.609,P2,Team_A,Medium,2
8546,High,0.9,0.39,1,0.88,0.66,0.76,6,0.601,P2,Team_A,Medium,3
8547,Low,0.3,0.53,3,0.92,0.72,0.54,2,0.334,P3,Team_C,Low,1
8548,Medium,0.6,0.34,2,0.81,0.73,0.7,4,0.471,P2,Team_C,Medium,2
8549,High,0.9,0.71,4,0.48,0.86,0.99,1,0.642,P2,Team_B,Medium,2
8550,Medium,0.6,0.8,1,0.96,0.48,0.51,1,0.504,P2,Team_A,Medium,2
8551,Medium,0.6,0.64,4,0.61,0.89,0.45,0,0.495,P2,Team_B,Medium,2
8552,Low,0.3,0.45,4,0.7,0.7,0.88,1,0.374,P3,Team_C,Low,1
8553,Medium,0.6,0.54,4,0.81,0.52,0.96,1,0.565,P2,Team_A,Medium,3
8554,Low,0.3,0.63,3,0.94,0.86,0.61,3,0.42,P3,Team_B,Low,1
8555,Low,0.3,0.78,3,0.8,0.56,0.87,3,0.453,P2,Team_B,Medium,2
8556,Medium,0.6,0.81,3,0.36,0.17,0.33,4,0.71,P1,Team_A,High,5
8557,High,0.9,0.6,3,0.42,0.7,0.85,2,0.693,P1,Team_B,High,5
8558,High,0.9,0.22,1,0.6,0.84,0.97,4,0.589,P2,Team_B,Medium,2
8559,High,0.9,0.43,4,0.94,0.57,0.85,3,0.672,P1,Team_A,High,6
8560,Medium,0.6,0.7,2,0.65,0.49,0.5,4,0.64,P2,Team_C,Medium,2
8561,Low,0.3,0.89,1,0.46,0.82,0.78,2,0.39,P3,Team_C,Low,1
8562,High,0.9,0.46,4,0.59,0.83,0.35,4,0.641,P2,Team_B,Medium,2
8563,Medium,0.6,0.37,2,0.65,0.87,0.84,3,0.447,P2,Team_B,Medium,3
8564,Low,0.3,0.09,2,0.66,0.77,0.87,7,0.257,P3,Team_C,Low,1
8565,Low,0.3,0.67,2,0.52,0.71,0.44,2,0.358,P3,Team_C,Low,1
8566,High,0.9,0.3,2,0.47,0.53,0.58,5,0.638,P2,Team_C,Medium,2
8567,Low,0.3,0.29,4,0.34,0.72,0.51,3,0.417,P3,Team_C,Low,1
8568,Medium,0.6,0.49,3,0.69,0.88,0.82,6,0.483,P2,Team_B,Medium,2
8569,Low,0.3,0.86,1,0.47,0.75,0.6,0,0.414,P3,Team_C,Low,1
8570,High,0.9,0.59,1,0.6,0.71,0.34,1,0.645,P2,Team_B,Medium,2
8571,Medium,0.6,0.54,4,0.71,0.46,0.76,1,0.474,P2,Team_C,Medium,2
8572,Low,0.3,0.49,1,0.65,0.73,0.53,3,0.372,P3,Team_B,Low,1
8573,High,0.9,0.85,3,0.69,0.81,0.38,1,0.709,P1,Team_B,High,4
8574,Low,0.3,0.61,1,0.69,0.96,0.88,4,0.401,P3,Team_C,Low,1
8575,Low,0.3,0.58,1,0.74,0.92,0.88,1,0.288,P3,Team_C,Low,1
8576,Medium,0.6,0.76,1,0.38,0.51,0.63,3,0.59,P2,Team_C,Medium,3
8577,High,0.9,0.72,2,0.85,0.51,0.96,1,0.649,P2,Team_A,Medium,3
8578,High,0.9,0.66,3,0.19,0.68,0.64,2,0.666,P1,Team_C,High,5
8579,Medium,0.6,0.69,4,0.55,0.99,0.68,3,0.58,P2,Team_B,Medium,3
8580,Medium,0.6,0.39,2,0.72,0.28,0.36,2,0.597,P2,Team_C,Medium,2
8581,Medium,0.6,0.29,2,0.82,0.77,0.32,1,0.533,P2,Team_B,Medium,2
8582,Low,0.3,0.75,1,0.7,0.62,0.9,3,0.333,P3,Team_B,Low,1
8583,High,0.9,0.36,4,0.57,0.55,0.46,7,0.623,P2,Team_C,Medium,3
8584,Low,0.3,0.95,4,0.56,0.57,0.77,2,0.325,P3,Team_B,Low,1
8585,High,0.9,0.25,2,0.81,0.88,0.35,2,0.661,P1,Team_A,High,6
8586,Medium,0.6,0.54,2,0.89,0.35,0.39,4,0.603,P2,Team_C,Medium,2
8587,Medium,0.6,0.25,1,0.65,0.48,0.44,0,0.411,P3,Team_C,Low,1
8588,Low,0.3,0.5,4,0.8,0.58,0.61,3,0.369,P3,Team_B,Low,1
8589,Medium,0.6,0.88,4,0.38,0.52,0.73,3,0.619,P2,Team_A,Medium,3
8590,High,0.9,0.42,1,0.76,0.66,0.45,1,0.696,P1,Team_C,High,5
8591,Low,0.3,0.4,4,0.72,0.66,0.56,2,0.363,P3,Team_C,Low,1
8592,High,0.9,0.42,3,0.74,0.7,0.6,1,0.621,P2,Team_B,Medium,2
8593,High,0.9,0.26,1,0.81,0.32,0.94,7,0.709,P1,Team_A,High,5
8594,Low,0.3,0.25,2,0.87,0.8,0.84,8,0.345,P3,Team_B,Low,1
8595,High,0.9,0.71,4,0.84,0.62,0.5,3,0.758,P1,Team_A,High,4
8596,High,0.9,0.4,3,0.75,0.63,0.36,2,0.714,P1,Team_C,High,5
8597,Medium,0.6,0.62,3,0.88,0.92,0.58,1,0.552,P2,Team_B,Medium,3
8598,Medium,0.6,0.21,4,0.88,0.79,0.73,2,0.399,P3,Team_B,Low,1
8599,Medium,0.6,0.75,1,0.7,0.79,0.48,3,0.531,P2,Team_B,Medium,2
8600,Low,0.3,0.33,3,0.74,0.88,0.32,2,0.322,P3,Team_C,Low,1
8601,Low,0.3,0.57,4,0.47,0.94,0.37,0,0.284,P3,Team_B,Low,1
8602,Medium,0.6,0.51,2,0.94,0.68,0.63,4,0.474,P2,Team_C,Medium,3
8603,Medium,0.6,0.59,2,0.67,0.62,0.99,1,0.509,P2,Team_A,Medium,3
8604,Medium,0.6,0.68,4,0.9,0.65,0.46,0,0.437,P2,Team_A,Medium,2
8605,Medium,0.6,0.27,2,0.53,0.53,0.89,1,0.414,P3,Team_A,Low,1
8606,Low,0.3,0.5,1,0.68,0.85,0.68,1,0.358,P3,Team_C,Low,1
8607,Low,0.3,0.75,2,0.62,0.68,0.52,4,0.399,P3,Team_B,Low,1
8608,Low,0.3,0.66,3,0.53,0.76,0.68,5,0.386,P3,Team_B,Low,1
8609,Low,0.3,0.42,2,0.57,0.44,0.43,1,0.407,P3,Team_C,Low,1
8610,Medium,0.6,0.91,3,0.7,0.49,0.46,4,0.666,P1,Team_A,High,6
8611,Low,0.3,0.75,2,0.97,0.69,0.45,6,0.338,P3,Team_C,Low,1
8612,High,0.9,0.76,2,0.97,0.87,0.8,4,0.754,P1,Team_A,High,6
8613,Low,0.3,0.42,2,0.75,0.76,0.57,3,0.371,P3,Team_C,Low,1
8614,Low,0.3,0.95,3,0.71,0.58,0.89,0,0.364,P3,Team_C,Low,1
8615,High,0.9,0.47,4,0.7,0.73,0.79,4,0.594,P2,Team_B,Medium,2
8616,Low,0.3,0.39,4,0.95,0.39,0.46,2,0.361,P3,Team_B,Low,1
8617,High,0.9,0.76,3,0.62,0.28,0.48,3,0.821,P1,Team_C,High,6
8618,High,0.9,0.35,1,0.88,0.65,0.96,7,0.644,P2,Team_A,Medium,2
8619,Medium,0.6,0.27,3,0.92,0.89,0.78,2,0.482,P2,Team_B,Medium,3
8620,Low,0.3,0.92,1,0.84,0.41,0.76,5,0.391,P3,Team_B,Low,1
8621,High,0.9,0.19,2,0.84,0.85,0.63,3,0.688,P1,Team_A,High,4
8622,High,0.9,0.92,4,0.52,0.73,0.92,1,0.743,P1,Team_B,High,5
8623,Low,0.3,0.59,4,0.68,0.73,0.81,1,0.268,P3,Team_B,Low,1
8624,Low,0.3,0.66,3,0.93,0.49,0.76,4,0.364,P3,Team_B,Low,1
8625,High,0.9,0.06,4,0.67,0.51,0.96,3,0.636,P2,Team_C,Medium,2
8626,Low,0.3,0.21,3,0.96,0.53,0.73,1,0.21,P3,Team_C,Low,1
8627,High,0.9,0.36,1,0.73,0.83,0.86,1,0.72,P1,Team_B,High,6
8628,Low,0.3,0.61,3,0.78,0.88,0.97,2,0.215,P3,Team_C,Low,1
8629,Medium,0.6,0.76,1,0.65,0.88,0.35,2,0.654,P1,Team_B,High,4
8630,Medium,0.6,0.09,1,0.81,0.84,0.42,1,0.472,P2,Team_B,Medium,2
8631,Low,0.3,0.71,4,0.81,0.69,0.42,2,0.413,P3,Team_C,Low,1
8632,Low,0.3,0.21,4,0.97,0.66,0.99,1,0.152,P3,Team_C,Low,1
8633,High,0.9,0.48,2,0.79,0.66,0.49,2,0.643,P2,Team_C,Medium,2
8634,Low,0.3,0.53,2,0.47,0.92,0.58,2,0.43,P2,Team_C,Medium,3
8635,Medium,0.6,0.3,4,0.59,0.8,0.42,3,0.461,P2,Team_B,Medium,3
8636,Medium,0.6,0.47,1,0.95,0.52,0.41,1,0.548,P2,Team_A,Medium,3
8637,Low,0.3,0.67,4,0.56,0.82,0.42,4,0.409,P3,Team_B,Low,1
8638,Low,0.3,0.87,2,0.78,0.38,0.55,4,0.456,P2,Team_B,Medium,3
8639,Low,0.3,0.24,3,0.69,0.59,0.99,3,0.348,P3,Team_B,Low,1
8640,High,0.9,0.84,4,0.46,0.96,0.88,0,0.691,P1,Team_B,High,5
8641,Low,0.3,0.3,3,0.49,0.47,0.86,3,0.306,P3,Team_B,Low,1
8642,Low,0.3,0.78,2,0.55,0.63,0.59,2,0.393,P3,Team_B,Low,1
8643,Low,0.3,0.39,3,0.79,0.62,0.33,2,0.386,P3,Team_B,Low,1
8644,Medium,0.6,0.69,1,0.78,0.74,0.47,5,0.57,P2,Team_C,Medium,3
8645,Low,0.3,0.88,4,0.57,0.77,0.59,1,0.365,P3,Team_B,Low,1
8646,Medium,0.6,0.3,1,0.92,0.8,0.96,0,0.431,P2,Team_B,Medium,2
8647,High,0.9,0.9,1,0.83,0.7,0.59,2,0.785,P1,Team_A,High,5
8648,Low,0.3,0.11,3,0.97,0.7,0.86,5,0.309,P3,Team_C,Low,1
8649,High,0.9,0.17,1,0.81,0.64,0.35,3,0.704,P1,Team_A,High,4
8650,High,0.9,0.71,2,0.83,0.8,0.66,3,0.78,P1,Team_A,High,4
8651,High,0.9,0.77,3,0.62,0.61,0.78,6,0.708,P1,Team_C,High,4
8652,Low,0.3,0.42,1,0.75,0.62,0.69,4,0.365,P3,Team_C,Low,1
8653,High,0.9,0.86,1,0.87,0.41,0.9,4,0.718,P1,Team_A,High,5
8654,High,0.9,0.41,3,0.82,0.58,0.84,3,0.72,P1,Team_A,High,6
8655,Low,0.3,0.59,2,0.94,0.55,0.98,2,0.247,P3,Team_C,Low,1
8656,Low,0.3,0.19,4,0.65,0.75,0.82,4,0.258,P3,Team_C,Low,1
8657,Low,0.3,0.17,4,0.82,0.85,0.86,4,0.262,P3,Team_C,Low,1
8658,Medium,0.6,0.35,2,0.57,0.52,0.33,1,0.508,P2,Team_A,Medium,2
8659,Low,0.3,0.16,2,0.88,0.69,0.85,2,0.299,P3,Team_B,Low,1
8660,Low,0.3,0.42,2,0.59,0.93,0.38,1,0.379,P3,Team_B,Low,1
8661,Medium,0.6,0.72,3,0.65,0.86,0.49,3,0.525,P2,Team_B,Medium,2
8662,Low,0.3,0.25,1,0.88,0.39,0.43,6,0.285,P3,Team_B,Low,1
8663,Low,0.3,0.36,2,0.81,0.74,0.67,4,0.306,P3,Team_C,Low,1
8664,Medium,0.6,0.38,1,0.84,0.5,0.92,2,0.459,P2,Team_A,Medium,3
8665,Low,0.3,0.36,1,0.27,0.91,0.89,3,0.315,P3,Team_C,Low,1
8666,High,0.9,0.77,1,0.96,0.45,0.4,2,0.807,P1,Team_A,High,6
8667,Medium,0.6,0.79,3,0.63,0.6,0.99,5,0.496,P2,Team_A,Medium,3
8668,Medium,0.6,0.68,4,0.51,0.23,0.79,2,0.51,P2,Team_A,Medium,3
8669,Medium,0.6,0.47,1,0.82,0.75,0.37,1,0.587,P2,Team_B,Medium,3
8670,Medium,0.6,0.3,1,0.77,0.6,0.7,2,0.358,P3,Team_A,Low,1
8671,High,0.9,0.52,1,0.72,0.52,0.56,3,0.703,P1,Team_C,High,5
8672,Low,0.3,0.38,2,0.72,0.66,0.91,2,0.321,P3,Team_C,Low,1
8673,Medium,0.6,0.41,1,0.28,0.71,0.78,2,0.405,P3,Team_A,Low,1
8674,Medium,0.6,0.69,3,0.52,0.91,0.89,1,0.595,P2,Team_B,Medium,3
8675,High,0.9,0.38,4,0.57,0.3,0.72,3,0.681,P1,Team_C,High,5
8676,Medium,0.6,0.63,3,0.43,0.81,0.69,3,0.427,P2,Team_B,Medium,3
8677,High,0.9,0.92,3,0.86,0.55,0.48,3,0.849,P1,Team_A,High,6
8678,Low,0.3,0.37,4,0.45,0.56,0.47,1,0.328,P3,Team_B,Low,1
8679,Low,0.3,0.63,4,0.65,0.58,0.44,2,0.449,P2,Team_B,Medium,2
8680,Medium,0.6,0.66,4,0.73,0.74,0.52,2,0.569,P2,Team_C,Medium,3
8681,High,0.9,0.52,1,0.51,0.4,0.31,6,0.677,P1,Team_C,High,5
8682,Low,0.3,0.81,4,0.81,0.85,0.59,1,0.438,P2,Team_B,Medium,2
8683,High,0.9,0.12,4,0.94,0.64,0.83,5,0.616,P2,Team_A,Medium,2
8684,Medium,0.6,0.76,2,0.56,0.67,0.31,1,0.544,P2,Team_C,Medium,2
8685,Medium,0.6,0.73,2,0.66,0.48,0.99,3,0.529,P2,Team_A,Medium,2
8686,Medium,0.6,0.59,1,0.83,0.79,0.58,3,0.506,P2,Team_B,Medium,3
8687,High,0.9,0.08,3,0.8,0.72,0.67,2,0.485,P2,Team_A,Medium,2
8688,High,0.9,0.62,2,0.71,0.84,0.6,4,0.756,P1,Team_B,High,4
8689,Medium,0.6,0.79,1,0.8,0.9,0.92,2,0.692,P1,Team_B,High,6
8690,Low,0.3,0.93,4,0.76,0.62,0.71,4,0.489,P2,Team_C,Medium,3
8691,High,0.9,0.46,4,0.39,0.89,0.36,3,0.698,P1,Team_B,High,4
8692,Low,0.3,0.72,1,0.63,0.83,0.44,2,0.42,P3,Team_B,Low,1
8693,Medium,0.6,0.83,4,0.78,0.66,0.5,1,0.543,P2,Team_C,Medium,2
8694,Medium,0.6,0.87,4,0.85,0.72,0.53,5,0.651,P1,Team_A,High,5
8695,Medium,0.6,0.39,2,0.73,0.89,0.97,3,0.42,P3,Team_B,Low,1
8696,High,0.9,0.79,4,0.64,0.83,0.97,2,0.696,P1,Team_B,High,4
8697,Low,0.3,0.74,4,0.72,0.87,0.48,4,0.37,P3,Team_C,Low,1
8698,High,0.9,0.91,3,0.78,0.7,0.86,2,0.707,P1,Team_B,High,4
8699,Low,0.3,0.48,1,0.83,0.9,0.57,2,0.303,P3,Team_C,Low,1
8700,High,0.9,0.58,1,0.82,0.66,0.77,1,0.729,P1,Team_A,High,4
8701,High,0.9,0.32,2,0.89,0.52,0.32,2,0.606,P2,Team_A,Medium,2
8702,Low,0.3,0.26,4,0.61,0.79,0.83,2,0.234,P3,Team_C,Low,1
